161	ZINC00004220	ZGEGOFCLSWVVKG-UHFFFAOYSA-N	CC(n1c(=O)c2c(ncn2c2c1cccc2)c1noc(n1)C1CC1)C
162	ZINC00004227	CDOZDBSBBXSXLB-HNNXBMFYSA-O	CC[NH+]([C@H](CN1c2ccccc2Sc2c1cccc2)C)CC
163	ZINC00004234	ZJVFLBOZORBYFE-UHFFFAOYSA-N	CC(C(=O)c1c(nn2c1cccc2)C(C)C)C
164	ZINC00004264	LFBZZHVSGAHQPP-UHFFFAOYSA-N	Nc1ccc(cc1)C1=NN=C(Cc2c1cc1OCOc1c2)C
165	ZINC00004285	VHFVKMTVMIZMIK-UHFFFAOYSA-O	Clc1cccc(c1)N1CC[NH2+]CC1
166	ZINC00004294	QKIVRALZQSUWHH-SFYZADRCSA-M	ONC(=O)CN(C(=O)[C@@H]1CCCC[C@@H]1C(=O)[O-])C
167	ZINC00004321	UBQNRHZMVUUOMG-UHFFFAOYSA-N	NS(=O)(=O)Cc1noc2c1cccc2
168	ZINC00004333	RAHIHNWEZPLHGV-WEVVVXLNSA-N	CCOC(=O)/C(=C/c1ccc(c(c1)O)O)/C
169	ZINC00004346	SDWUPSHVUBKGKN-UHFFFAOYSA-N	Cc1[nH]cnc1Cc1scc(n1)c1ccccc1
170	ZINC00004351	ZCVMWBYGMWKGHF-UHFFFAOYSA-O	C[NH+]1CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1
171	ZINC00004382	MKTVMEMIKNBVHI-YUMQZZPRSA-N	O=C([C@@H](SC(=O)c1cccs1)C)N[C@H]1CCSC1=O
172	ZINC00004413	XSVMFMHYUFZWBK-NSHDSACASA-O	CCN(C(=O)Oc1cccc(c1)[C@@H]([NH+](C)C)C)C
173	ZINC00004439	PJYVGMRFPFNZCT-UHFFFAOYSA-O	O=c1ccc2c([nH]1)c(c[nH]2)C1=CC[NH2+]CC1
174	ZINC00004448	FELGMEQIXOGIFQ-CYBMUJFWSA-O	O=C1[C@H](CCc2c1c1ccccc1n2C)Cn1cc[nH+]c1C
175	ZINC00004507	LIFDPEORUVTOCP-UHFFFAOYSA-N	CCCC(=O)N(Cc1c(nc2n1cccc2)c1ccc(cc1)Cl)C
176	ZINC00004531	WIQRCHMSJFFONW-HNNXBMFYSA-O	[NH3+]CC[C@@H](c1ccccc1)Oc1ccc(cc1)C(F)(F)F
177	ZINC00004620	MZRKHUUDDHJVHS-AGUYFDCRSA-O	CCn1c(=O)n(c2c1cccc2)C(=O)NC1C[C@@H]2CC[C@H](C1)[NH+]2C
178	ZINC00004689	WHXMKTBCFHIYNQ-VIFPVBQESA-N	N
179	ZINC00004726	HHHDJHHNEURCNV-UHFFFAOYSA-N	Clc1ccc(cc1)S(=O)(=O)N
180	ZINC00004739	JRCSIJIHRYHSEY-UHFFFAOYSA-N	O=c1c2ccccc2nc(n1c1ccccc1)C(F)(F)F
181	ZINC00004763	KNBSYZNKEAWABY-UHFFFAOYSA-L	[O-]C(=O)CCc1c([nH]c2c1c(Cl)cc(c2)Cl)C(=O)[O-]
182	ZINC00004778	NQDJXKOVJZTUJA-UHFFFAOYSA-N	Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1
183	ZINC00004779	PKWZWSXSCKVUJB-MRXNPFEDSA-O	CC([NH2+]C[C@H](COc1ccc(cc1)CCNC(=O)NC(C)C)O)C
184	ZINC00004840	VHOGYURTWQBHIL-UHFFFAOYSA-N	O=C(c1cnoc1C)Nc1ccc(cc1)C(F)(F)F
185	ZINC00004855	BBAGZCDPLLMOKL-UHFFFAOYSA-O	[nH+]1ccc(cc1)NN1CCc2c1cccc2
186	ZINC00004888	TVHDOQRUZFTFEE-CRCLSJGQSA-O	O=C1[C@@H]2[NH2+]CC[C@H](N1O)C2
187	ZINC00004898	YBQRUOMICVULNM-UHFFFAOYSA-N	Nc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)O
188	ZINC00004902	KWRMWQDKOGFMKP-UHFFFAOYSA-O	O=C(c1ccc(cc1)F)CC1CC[NH+](CC1)CC1CC1
189	ZINC00004949	UGJMXCAKCUNAIE-UHFFFAOYSA-N	[NH3+]CC1(CCCCC1)CC(=O)[O-]
190	ZINC00004982	HJORMJIFDVBMOB-LBPRGKRZSA-N	COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1
191	ZINC00005030	SVYQJDWKZFJOEJ-VIFPVBQESA-O	Clc1cncc(n1)[C@H]1C[NH+]2CCC1CC2
